"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EHDSDocument","EHDSDocument","","","",0,*,"","","","null {[]} {[]}
","Document model","Structured set of data elements common for all health documents.","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
"EHDSDocument.header","EHDSDocument.header","","","",1,1,"","","","Base {[]} {[]}
","Document header.","Basic metadata for this information.","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header",1,1,"",""
"EHDSDocument.header.subject","EHDSDocument.header.subject","","","",1,1,"","","","http://ehds.eu/fhir/models/StructureDefinition/EHDSPatient {[]} {[]}
","Patient/subject information.","Patient/subject information.","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.subject",1,1,"",""
"EHDSDocument.header.identifier","EHDSDocument.header.identifier","","","",1,*,"","","","Identifier {[]} {[]}
","Unique identifier of the document.","Unique identifier of the document.","Business identifier is unique within the system that assigns them. The same entity may have different unique identifiers assigned by different systems. Therefore, the identifier is always expected to be a pair of a system and a value.","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.identifier",0,*,"",""
"EHDSDocument.header.author[x]","EHDSDocument.header.author[x]","","","",1,*,"","","","http://ehds.eu/fhir/models/StructureDefinition/EHDSHealthProfessional {[]} {[]}
http://ehds.eu/fhir/models/StructureDefinition/EHDSOrganisation {[]} {[]}http://ehds.eu/fhir/models/StructureDefinition/EHDSDevice {[]} {[]}http://ehds.eu/fhir/models/StructureDefinition/EHDSPatient {[]} {[]}http://ehds.eu/fhir/models/StructureDefinition/EHDSRelatedPerson {[]} {[]}","Author of the document.","Author of the document.","Author(s) responsible for the provided information. The exact role of the responsible author varies across use cases and is specific to individual models.","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.author[x]",0,*,"",""
"EHDSDocument.header.patientInsertedData","EHDSDocument.header.patientInsertedData","","","",0,1,"","","","boolean {[]} {[]}
","Indicator that states, when included with value ‘true’, that the contents of this resource represent information inserted by the natural person or their representative. In this case, the contents shall not be considered as verified by a health professional or a healthcare provider, even if digitally signed by them as part of a bigger data set. Details of the person who inserted the information may be provided in the author[x] element.","Indicator that states, when included with value ‘true’, that the contents of this resource represent information inserted by the natural person or their representative. In this case, the contents shall not be considered as verified by a health professional or a healthcare provider, even if digitally signed by them as part of a bigger data set. Details of the person who inserted the information may be provided in the author[x] element.","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.patientInsertedData",0,1,"",""
"EHDSDocument.header.date","EHDSDocument.header.date","","","",1,1,"","","","dateTime {[]} {[]}
","Date of finalising/issuing the document.","Date of finalising/issuing the document.","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.date",0,1,"",""
"EHDSDocument.header.status","EHDSDocument.header.status","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Status of the document.","Status of the document.","","","","","","","","","",,"required","HL7 Composition Status","","",,,,"EHDSDataSet.header.status",1,1,"",""
"EHDSDocument.header.language","EHDSDocument.header.language","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Language in which the document is written. Language is expressed by the IETF language tag.","Language in which the document is written. Language is expressed by the IETF language tag.","","","","","","","","","",,"required","BCP 47","","",,,,"EHDSDataSet.header.language",0,1,"",""
"EHDSDocument.header.documentType","EHDSDocument.header.documentType","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Type of document (e.g. 60591-5 Patient summary document).","Type of document (e.g. 60591-5 Patient summary document).","","","","","","","","","",,"required","LOINC","","",,,,"EHDSDocument.header.documentType",1,1,"",""
