URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/identifier-type,5.0.0,active,"2.16.840.1.113883.4.642.3.45",IdentifierTypeCodes,Identifier Type Codes,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.","StructureDefinition/EHDSPatient,StructureDefinition/EHDSRelatedPerson","THO (V2)"
http://hl7.org/fhir/ValueSet/identifier-use,5.0.0,active,"2.16.840.1.113883.4.642.3.57",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","StructureDefinition/EHDSPatient,StructureDefinition/EHDSRelatedPerson","hl7.fhir.r5.core"
